text,lemma,type,pos,BM_x,domain,posts,annotator_agreement,metaphoricity_percentage,related_MV,target_domain,BM_y,BM_hypernym,BM_def,CM,CM_def,curator_comment,BM_RAE,CM_RAE
progresando,progresar,uniword,VERB,None,None,,,,"progresar, progresión","11, 2",progresi%C3%B3n-07445265-n,"change_of_location.n.01, entity.n.01, event.n.01, psychological_feature.n.01, movement.n.03, abstraction.n.06, happening.n.01",,progresi%C3%B3n-00282050-n,,,,
progresion,progresion,uniword,PROPN,None,None,,,,,,,,,,,,,
progresión,progresión,uniword,NOUN,None,None,,,,,,,,,,,,,
,prolongar,,,,,,,,prolongar la vida,"26, 21, 52",largo-05129201-n,"attribute.n.02, fundamental_quantity.n.01, entity.n.01, physical_property.n.01, measure.n.02, abstraction.n.06, dimension.n.01, magnitude.n.01, property.n.02",,prolongar-00317888-v,,,,
prolongarle,prolongar él,uniword,VERB,None,None,,,,,,,,,,,,,
pronunciada,pronunciado,uniword,ADJ,None,None,,,,,77,pronunciar-00941990-v,"communicate.v.02, interact.v.01, act.v.01",,alto-01210854-a,,,,
propagado,propagado,uniword,ADJ,None,None,,,,,,,,,,,,,
"propagando;propagó,",propagar,uniword,VERB,None,None,,,,"propagar, propagado",11,plantar-01567275-v,"put.v.01, move.v.02",,metástasis-13514314-n,,,,
protagonista,protagonista,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/protagonista-10172793-n']),"u.c.StringArray(elements=['Personas » Familia, pareja, hijos'])",,,,,73,protagonista-10172793-n,,the principal character in a work of fiction: protagonista,importante-00579622-a,"conspicuous in position or importance: destacado, gran, grande, importante, prominente",,,
prueba,prueba,uniword,NOUN,None,None,,,,,5,prueba-00791078-n,"attempt.n.01, act.n.02, activity.n.01, event.n.01, psychological_feature.n.01, abstraction.n.06, entity.n.01","the act of testing something: ensayo, prueba, test",prueba-00785959-n,"a venture at something new or different: experimento, prueba, tentativa",,,
puerto de montaña,puerto,multiword,NOUN,None,None,,,,,,,,,,,,,
punto;puntos,punto,uniword,NOUN,None,None,,,,,11,punto-13911872-n,"attribute.n.02, round_shape.n.01, abstraction.n.06, entity.n.01, shape.n.02, disk.n.01",a very small circular shape: punto,tumor-14235200-n,"an abnormal new mass of tissue that serves no purpose: neoplasia, neoplasma, tumor",,,
puñeteras,puñetera,uniword,ADJ,None,None,,,,,,,,,,,,,
,puñetero,,,,,,,,,fechas,puñetero-00984624-a,,,,,no relacionado con el cáncer,,
página,página,uniword,NOUN,None,None,,,,,,,,,,,no relacionada con el cáncer,,
pérdidas;pérdida,pérdida,uniword,NOUN,None,None,,,,,,,,,,,,,
quedar;quedan;queda;quedado,quedar,uniword,VERB,None,None,,,,,"6, 23",quedar-00117985-v,be.v.01,"(no definition): descansar, mantenerse, perdurar, permanecer, quedar, quedarse, reposar, restar, seguir",quedar-02202384-v,"retain possession of: conservar, guardar, mantener, quedar, sostener",,,
quefuésemosfuertes,quefuésemosfuert,uniword,ADJ,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n']),u.c.StringArray(elements=['Emociones » Otros']),,,,,,,,,,,,,
quimio.llevo,quimio.llevo,uniword,ADJ,None,None,,,,,,,,,,,,,
quitar;quitando,quitar,uniword,VERB,None,None,,,,,,,,,,,,,
,quitar(se),,,,,,,,"quitar, quitar(se)",25,quitarse-01513430-v,remove.v.01,"get rid of: arrojar, dejar caer, despojarse, librarse de, mudar, quitarse, quitarse de encima, sacudirse algo, tirar, vaciar",desaparecer-00153061-v,"decrease rapidly and disappear: desaparecer, desvanecerse, evaporarse, volar",,,
radical,radical,uniword,ADJ,None,None,,,,,51,radical-00318667-a,,"especially of leaves; located at the base of a plant or stem; especially arising directly from the root or rootstock or a root-like stem: basal, radical",radical-10074735-n,"a person who holds extreme views: extremista, radical",,,
radioactiva,radioactiva,uniword,NOUN,None,None,,,,,,,,,,,,,
,radioactivo,,,,,,,,,82,,,,,,,,
rastreo,rastreo,uniword,NOUN,None,None,,,,,,,,,,,,,
rastro;rastros,rastro,uniword,NOUN,None,None,,,,,"5, 11",huella-06645039-n,"indication.n.01, abstraction.n.06, mark.n.04, communication.n.02, entity.n.01",,rastro-06646628-n,,,,
raíz,raíz,uniword,NOUN,None,None,,,,a raíz de,,,,,,,mwe,,
reaccionaron;reaccionar;reacciona,reaccionar,uniword,VERB,None,None,,,,,3,reaccionar-00446885-v,"change_state.v.01, change.v.02",,reaccionar-02061069-v,,,,
reactivado,reactivar,uniword,VERB,None,None,,,,,24,activar-01643657-v,"initiate.v.02, cause.v.01, make.v.03",,recaer-00268165-v,,,,
real,real,uniword,ADJ,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,77,"real-00043765-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/real-01932973-a",,,real-02460964-a,"being or reflecting the essential or genuine character of something: auténtico, genuino, real",,,
rebelas,rebe él,uniword,VERB,None,None,,,,,,,,,,,,,
rebosan,rebosar,uniword,VERB,None,None,,,,"rebosar energía, rebosar optimismo",3,fill as much as possible: rebosar,,,,,,,
recayó;recaer,recaer,uniword,VERB,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/llevar-01432601-v']),u.c.StringArray(elements=['Estar enfermo con cáncer » Dolor']),,,,"recaer, recaída",24,caer-01970826-v,travel.v.01,,recaer-00268165-v,"deteriorate in health: agravarse, empeorar, empeorarse, recaer",,u.c.StringArray(elements=['recaer: volver a caer (rae)']),
,recalcar,,,,,,,,,85,apretar-01387786-v,"tighten.v.02, change.v.02",,recalcar-00983333-v,,,,
recalcarel,recalcarel,uniword,PROPN,None,None,,,,,,,,,,,,,
recayo,recayo,uniword,PROPN,None,None,,,,,,,,,,,,,
"recaídas;recaídas,;recaída",recaída,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a']),u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,,,,,,,,,
recibir;recibes;recibiendo;recibido,recibir,uniword,VERB,None,None,,,,,6,recibir-02210119-v,get.v.01,get something; come into possession of: recibir,recibir-00522751-v,"receive a specified treatment (abstract): adquirir, encontrar, obtener, recibir",,,
recibir;recibes;recibiendo;recibido,recibir,uniword,VERB,None,None,,,,,53,recibir-02210119-v,get.v.01,get something; come into possession of: recibir,recibirse-02739480-v,"experience as a reaction: encontrar, encontrarse, recibir, recibirse",,,
reconstruccion,reconstruccion,uniword,PROPN,None,None,,,,,,,,,,,,,
reconstrucción,reconstrucción,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/reconstrucci%C3%B3n-00270186-n']),u.c.StringArray(elements=['Tratamiento » Cirugía']),,,,"reconstruir, reconstrucción, reconstruido",61,reconstrucci%C3%B3n-00270186-n,"improvement.n.02, act.n.02, abstraction.n.06, event.n.01, change_of_state.n.01, psychological_feature.n.01, repair.n.01, action.n.01, change.n.03, entity.n.01, reconstruction.n.02",,,,,,
reconstruido,reconstruido,uniword,ADJ,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/reconstrucci%C3%B3n-00270186-n']),u.c.StringArray(elements=['Tratamiento » Cirugía']),,,,,,,,,,,,,
reconstruir,reconstruir,uniword,VERB,None,None,,,,,,,,,,,,,
recuperación,recuperación,uniword,NOUN,None,None,,,,,,,,,,,,,
recuperado,recuperado,uniword,ADJ,None,None,,,,,,,,,,,,,
recuperar,recuperar,uniword,VERB,None,None,,,,"recuperar, recuperación","22, 21",recuperar-02205887-v,take.v.08,"regain possession of something: recuperar, redisponer",recuperar-00092690-v,"get over an illness or shock: convalecer, convalescer, recuperar, recuperarse",,,
recuperarte,recuperarte,uniword,VERB,None,None,,,,,,,,,,,,,
,recurrir,,,,,,,,,6,recurrir-02497586-v,"challenge.v.02, communicate.v.01, request.v.02, transfer.v.02, ask.v.02, request.v.01, invite.v.04, move.v.02, convey.v.03",,tratar-00080304-v,,,,
red,red,uniword,NOUN,None,None,,,,,,,,,,,,,
redujo,reducir,uniword,VERB,None,None,,,,reducir la posibilidad,52,reducir-00441445-v,change.v.01,,reducir-00156485-v,,duda post 63,,
referencias,referencia,uniword,NOUN,None,None,,,,,51,referencia-07258332-n,"signal.n.01, abstraction.n.06, indicator.n.02, communication.n.02, entity.n.01",,caso-07308889-n,,,,
regalo,regalo,uniword,PROPN,None,None,,,,,3,regalo-13265011-n,"entity.n.01, possession.n.02, acquisition.n.02, abstraction.n.06, relation.n.01, transferred_property.n.01","something acquired without compensation: dádiva, obsequio, presente, regalo",regalo-01086081-n,"the act of giving: obsequio, presente, regalo",,,
región,región,uniword,NOUN,None,u.c.StringArray(elements=['Tratamiento']),,,,,82,regi%C3%B3n-08497294-n,"object.n.01, physical_entity.n.01, entity.n.01, location.n.01, region.n.03",,regi%C3%B3n-05221895-n,,,,
regresó,regresar,uniword,VERB,None,None,,,,,24,regresar-02078294-v,"bring.v.01, transport.v.02, move.v.02",,recaer-00268165-v,,,,
reinjertar,reinjertar,uniword,VERB,None,None,,,,,"61, 12",plantar-01567275-v,"put.v.01, move.v.02",,implante-03563710-n,,,,
relegada,relegado,uniword,ADJ,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/recuperar-02205887-v']),u.c.StringArray(elements=['Estar enfermo con cáncer » Cambios vitales derivados del cáncer']),,,,,,,,,,,,,
,relegar,,,,,,,,sexualidad relegada,23,desterrar-02499312-v,"move.v.02, expel.v.01",,,,,u.c.StringArray(elements=['tr. desterrar de un lugar. (rae)']),"u.c.StringArray(elements=['tr. apartar, posponer. relegar al olvido algo. (rae)'])"
remamos,remar,uniword,VERB,None,None,,,,,"2, 77",remar-00445351-n,"act.n.02, activity.n.01, event.n.01, psychological_feature.n.01, diversion.n.01, abstraction.n.06, sport.n.01, entity.n.01","the act of rowing as a sport: remar, remo",colaborar-02416278-v,"work together on a common enterprise of project: coadyuvar, colaborar, cooperar",,,
rematar,rematar,uniword,VERB,None,None,,,,,11,rematar-00485435-v,"change.v.01, end.v.02, get_through.v.01, complete.v.01",,sanar-00081725-v,,duda BM,,
remedio,remedio,uniword,NOUN,None,None,,,,poner remedio lo antes posible,6,,,,,,no met,,
remision,remision,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/remitir-01031256-v']),u.c.StringArray(elements=['Estar enfermo con cáncer » Curarse y recuperarse']),,,,,,,,,,,,,
remisión,remisión,uniword,NOUN,None,None,,,,,,,,,,,,,
remitiendo,remitir,uniword,VERB,None,None,,,,"remitir, remisión",22,remitir-01031256-v,"transfer.v.02, move.v.02","cause to be directed or transmitted to another place: echar, enviar, expedir, mandar, remitir",remitir-00268314-v,"diminish or abate: disminuir, mejorar, remitir",,,
remontar,remontar,uniword,VERB,None,None,,,,,22,remontar-00155406-v,"increase.v.01, grow.v.02, change_magnitude.v.01, rise.v.02, change.v.02","go or move upward: elevarse, remontar",,,,,
removía,remover,uniword,VERB,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/vida-00006269-n']),u.c.StringArray(elements=['Estar enfermo con cáncer » Cambios vitales derivados del cáncer']),,,,,33,remover-00173338-v,,"remove something concrete, as by lifting, pushing, or taking off, or remove something abstract: apartar, copar, eliminar, extirpar, llevar, quitar, remover, retirar, sacar, suprimir, tomar",remover-01629958-v,"summon into action or bring into existence, often as if by magic: agitar, conjurar, despertar, evocar, exponer, invitar, invocar, llamar, recaudar, remover, revolver, traer",,,"u.c.StringArray(elements=['conmover, alterar o revolver alguna cosa o asunto que estaba olvidado, detenido'])"
rendirse,rendir él,uniword,VERB,None,None,,,,,,,,,,,,,
,rendir(se),,,,,,,,,"2, 34, 26",rendirse-01117609-v,"surrender.v.01, yield.v.12","acknowledge defeat: ceder, rendirse",rendirse-01083044-v,"give up in the face of defeat of lacking hope; admit defeat: abandonar, arrojar la toalla, dejar, desistir, rendirse, retirarse, tirar la toalla",,,
renuncio,renuncio,uniword,PROPN,None,None,,,,,,,,,,,,,
reproduce;reproducirá,reproducir,uniword,VERB,None,None,,,,,,,,,,,,,
,reproducir(se),,,,,,,,reproducir(Se) el tumor,,,,,,,no met,,
,rescatar,,,,,,,,,3,rescatar-02206920-v,take.v.21,,curar-00081725-v,,,,
rescate,rescate,uniword,NOUN,None,None,,,,,,,,,,,,,
residuales,residual,uniword,ADJ,None,None,,,,,,,,,,,,,
resista,resista,uniword,ADJ,None,None,,,,,,,,,,,,,
resistencia;resistencias,resistencia,uniword,NOUN,None,None,,,,,,,,,,,,,
resistente,resistente,uniword,ADJ,None,None,,,,,,,,,,,,,
resistiría;resistir,resistir,uniword,VERB,None,None,,,,"resistir, resistencia","11, 6",resistir-01116585-v,"contend.v.06, fight.v.02","stand up or offer resistance to somebody or something: aguantar, aguantar firme, resistir, soportar",resistir-02619122-v,"hang on during a trial of endurance: aguantar, mantenerse, perdurar, resistir, sobrevivir",,,
,resolver,,,,,,,,resolver dudas,53,resolver-00634906-v,understand.v.01,,,,,,
resonando,resonar,uniword,VERB,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/vida-00006269-n']),u.c.StringArray(elements=['Estar enfermo con cáncer » Cambios vitales derivados del cáncer']),,,,,"3, 77",resonar-02172888-v,"sound.v.02, cause_to_be_perceived.v.01","emit a noise: hacer ruido, resonar, retumbar, ruido, sonar",pensar-00608808-v,be capable of conscious thought: pensar,,,
respondemos;responde,responder,uniword,VERB,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,"responder, respondido, respuesta",,,,,,,mwe,,
respondi,respondi,uniword,VERB,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,,,,,,,,,
respondido,respondido,uniword,ADJ,None,None,,,,,,,,,,,,,
respuesta,respuesta,uniword,NOUN,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,,,,,,,,,
resto,resto,uniword,NOUN,None,None,,,,,,,,,,,,,
resulta,resultar,uniword,VERB,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,6,resultado-13594585-n,"measure.n.02, abstraction.n.06, number.n.02, definite_quantity.n.01, entity.n.01",,,,duda,,
retirar,retirar,uniword,VERB,None,None,,,,retirar la medicación,6,retirar-00173338-v,,,interrumpir-00362348-v,,,,
reto,reto,uniword,NOUN,None,None,,,,,61,reto-07231840-n,"act.n.02, event.n.01, challenge.n.02, psychological_feature.n.01, speech_act.n.01, abstraction.n.06, entity.n.01",,,,,,
retomar,retomar,uniword,VERB,None,None,,,,,21,retomar-00348422-v,"embark.v.02, get_down.v.07",pursue or resume: retomar,retomar-00350104-v,"take up or begin anew: curriculum vitae, proseguir, reanudar, reiniciar, retomar",,,
retorcerse de dolor.,retorcer él,multiword,VERB,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a']),u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,,,,,,,,,
,revelar,,,,,,,,,5,revelar-02137710-v,"uncover.v.01, show.v.04",,revelar-00933821-v,,,,
revuelta,revuelta,uniword,NOUN,None,None,,,,,,,,,,,,,
,revuelto,,,,,,,,,23,revolver-01418179-v,"move.v.02, agitate.v.06",,,,,,
rezar,rezar,uniword,VERB,None,None,,,,,31,rezar-00759269-v,"plead.v.01, communicate.v.01, appeal.v.02, transfer.v.02, request.v.01, move.v.02, convey.v.03","call upon in supplication; entreat: implorar, rezar, rogar, suplicar",,,,,
riendas,rienda,uniword,NOUN,None,None,,,,,,,,,,,,,
,riendas,,,,,,,,,39,rienda-04072551-n,"whole.n.02, implement.n.01, physical_entity.n.01, object.n.01, leather_strip.n.01, instrumentality.n.03, strap.n.01, entity.n.01, artifact.n.01",one of a pair of long straps (usually connected to the bit or the headpiece) used to control a horse: rienda,rienda-05197574-n,any means of control: rienda,MWE,,
rompiendo,romper,uniword,VERB,None,None,,,,romper estadísticas,22,romper-00335923-v,"break.v.05, separate.v.07",,,,,,
rondaba,rondar,uniword,VERB,None,None,,,,rondar un peso,23,rondar-01918304-v,"travel.v.01, walk.v.01",,aproximar-02666060-v,,,,
rotos;roto,roto,uniword,ADJ,None,None,,,,,"32, 3",roto-00289082-a,,"physically and forcibly separated into pieces or cracked or split: dañado, estropeado, roto",sentir-00690305-v,"[""have a feeling or perception about oneself in reaction to someone's behavior or attitude: sentir, sentirse""]",,,
saber,saber,uniword,VERB,None,None,,,,,,,,,,,,,
sacan;sacando;sacar,sacar,uniword,VERB,None,None,,,,hay que sacar lo mejor de esta prueba',34,sacar-01214597-v,"unpack.v.01, remove.v.01",,aprovechar-02290461-v,,,,
sacrificio,sacrificio,uniword,NOUN,None,None,,,,comer es un sacrificio,"25, 23",sacrificio-00227595-n,"act.n.02, killing.n.02, abstraction.n.06, event.n.01, change_of_state.n.01, psychological_feature.n.01, action.n.01, termination.n.05, change.n.03, entity.n.01",,,,,,
salida,salido,uniword,ADJ,None,None,,,,,,,,,,,,,
salio,salio,uniword,ADJ,None,None,,,,,,,,,,,,,
salir;sale;saliera;salido;salga;salieron;salió;salía;saliese,salir,uniword,VERB,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,"11, 6",salir-00528990-v,,"come out of: aparecer, dictar, emerger, salir, surgir",curar-00270561-v,"heal or recover: arreglar, curar, curarse, mejorar, sanar, sanear",,,
salir;sale;saliera;salido;salga;salieron;salió;salía;saliese,salir,uniword,VERB,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,26,salir-00528990-v,,"come out of: aparecer, dictar, emerger, salir, surgir",salir-00358431-v,"pass from physical life and lose all bodily attributes and functions necessary to sustain life: acudir, asfixiar, asfixiarse, caducar, caer muerto, colgar los guayos, croar, dejar de existir, diñar, entregar el alma, espichar, estirar la pata, estrangular, exhalar el último suspiro, expirar, fallecer, fenecer, finar, ir, irse al otro barrio, morir, palmar, pasar, pasar a mejor vida, perder la vida, perecer, salir, salir de este mundo, sucumbir, vencer",,,
salir;sale;saliera;salido;salga;salieron;salió;salía;saliese,salir,uniword,VERB,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,5,salir-00528990-v,,"come out of: aparecer, dictar, emerger, salir, surgir",salir-00423702-v,"appear or become visible; make a showing: aparecer, salir, surgir",,u.c.StringArray(elements=['intr. pasar de dentro afuera. (rae)']),
saliómuy,saliómuy,uniword,ADJ,None,None,,,,,,,,,,,,,
,salvar,,,,,,,,,22,salvar-00064095-v,"better.v.02, change.v.01",,,,,,
salvé,salvé,uniword,VERB,None,None,,,,,,,,,,,,,
,saturar(se),,,,,,,,,3,saturación-13925188-n,"attribute.n.02, condition.n.01, state.n.02, abstraction.n.06, entity.n.01",,,,,,
saturo,saturo,uniword,ADJ,None,None,,,,,,,,,,,,,
sañían,sañir,uniword,VERB,None,None,,,,,,,,,,,,,
,se ve truncada,,,,,,,,,,truncar-00317241-v,"decrease.v.02, shorten.v.01, change.v.01, reduce.v.01","(no definition): acortar, atajar, desgastar, truncar",,,MWE,,
,se vino bastante abajo,,,,,,,,,,venirse+abajo-01972570-v,"travel.v.01, descend.v.01",,venirse+abajo-02041877-v,,MWE,u.c.StringArray(elements=['dicho especialmente de un recinto: parecer que se derrumba a causa del estruendo que en él se produce.']),
seguia,seguia,uniword,VERB,None,u.c.StringArray(elements=['Cancer » Cáncer como entidad']),,,,,,,,,,,,,
seguidos;seguido,seguido,uniword,ADJ,None,None,,,,,,,,,,,,,
"sigo,;sigue y sigue, pero hay que seguir, seguir...;sigo;seguirá;sigue;seguía;seguiré;sigan;siguieron;seguir;seguimos",seguir,uniword,VERB,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,"seguir, seguido",22,seguir-01991931-v,travel.v.01,travel along a certain course: seguir,sobrevivir-02618149-v,"continue to live through hardship or adversity: durar, perdurar, persistir, sobrevivir, vivir",,,
seguridad,seguridad,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n']),u.c.StringArray(elements=['Emociones » Otros']),,,,"seguridad, seguro",3,seguridad-04856308-n,"attribute.n.02, quality.n.01, characteristic.n.02, abstraction.n.06, entity.n.01",the quality of being safe: seguridad,seguridad-05697363-n,"freedom from doubt; belief in yourself and your abilities: aplomo, autoconfianza, autoridad, certeza, certidumbre, confianza, confianza en sí mismo, convicción, seguridad, seguridad en sí mismo",,,
segura,seguro,uniword,ADJ,None,None,,,,,,,,,,,,,
es;fuera;ser fuertes;fue,ser,multiword,AUX,None,None,,,,,,,,,,,,,
servido,servido,uniword,ADJ,None,None,,,,,,,,,,,,,
sirviera;sirve de,servir,uniword,VERB,"u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/encontrar-01313923-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/encontrar-02285629-v'])","u.c.StringArray(elements=['Diagnóstico » Prognosis', 'Diagnóstico » Recibir informacion'])",,,,,77,servir-02540670-v,"help.v.01, support.v.01","work for or be a servant to: asistir, atender, cuidar, ser útil, servir",servir-01184453-v,"provide with something desired or needed: colmar, satisfacer, servir",,,
señal,señal,uniword,NOUN,None,None,,,,,,,,,,,duda post 60,,
signos,signo,uniword,NOUN,None,None,,,,,,,,,,,duda post 60,,
sitio,sitio,uniword,NOUN,None,None,,,,,82,sitio-05074774-n,"entity.n.01, abstraction.n.06, relation.n.01","the spatial property of a place where or way in which something is situated: colocación, emplazamiento, localización, lugar, posición, radicación, relación espacial, sitio, situación, ubicación",ri%C3%B1%C3%B3n-05332802-n,,,,
sitiwnw,sitiwnw,uniword,ADJ,None,None,,,,,,,,,,,,,
situacion,situacion,uniword,PROPN,None,None,,,,,,,,,,,,,
situación.;situaciones;situación;situación así;situaciones y,situación,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a']),u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,"2, 21, 5,3, 53, 23, 31 ",situaci%C3%B3n-05074774-n,"entity.n.01, abstraction.n.06, relation.n.01",,estado-13927383-n,"the general state of things; the combination of circumstances at a given time: estado, situación",,,
sobrellevar,sobrellevar,uniword,VERB,None,None,,,,,6,soportar-01217043-v,,"be the physical support of; carry the weight of: apoyar, soportar, sostener",soportar-00668099-v,,,,
sobrellevarlos.;sobrellevarlos,sobrellevar él,uniword,VERB,None,None,,,,,,,,,,,,,
sobreviviente,sobreviviente,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/durar-02410175-v']),u.c.StringArray(elements=['Estar enfermo con cáncer » Muerte']),,,,,,,,,,,,,
sobrevivirá,sobrevivir,uniword,VERB,None,None,,,,"sobrevivir, sobreviviente",71,superviviente-01324142-n,"whole.n.02, physical_entity.n.01, animal.n.01, living_thing.n.01, object.n.01, organism.n.01, entity.n.01",an animal that survives in spite of adversity: superviviente,sobreviviente-00928874-a,"still in existence: sobreviviente, viviente, vivo",,,
soltar;soltaron,soltar,uniword,VERB,None,None,,,,,"5, 53","soltar-00269682-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/soltar-00419375-v",,,soltar-00941855-v,deliver verbally: soltar,,,
"solución,",solución,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/llevar-01432601-v']),u.c.StringArray(elements=['Estar enfermo con cáncer » Dolor']),,,,,83,soluci%C3%B3n-00153809-n,"act.n.02, discovery.n.01, abstraction.n.06, event.n.01, psychological_feature.n.01, determination.n.01, entity.n.01",,,,,,
sometieron,someter,uniword,VERB,None,None,,,,,,,,,,,,,
someterme,someter yo,uniword,VERB,None,None,,,,,,,,,,,,,
,someter(se),,,,,,,,,6,someter-00302130-v,change.v.01,"overcome the wildness of; make docile and tractable: amansar, contener, domar, domeñar, dominar, someter",someterse-01116447-v,"cease opposition; stop fighting: someterse, sucumbir",,,
suene,sonar,uniword,VERB,None,None,,,,,3,"sonar-02135048-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/sonar-02172888-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/sonar-02176268-v",,,,,,,u.c.StringArray(elements=['dicho de una expresión: producir determinada impresión en el ánimo de quien la oye.'])
sondesarrolladas,sondesarrollada,uniword,ADJ,None,None,,,,,,,,,,,,,
soportable,soportable,uniword,ADJ,None,None,,,,,,,,,,,,,
soporta;soportar;soportó;soporto,soportar,uniword,VERB,None,None,,,,"soportar, soportable, soporte","21, 6",soportar-01217043-v,,"be the physical support of; carry the weight of: apoyar, soportar, sostener",soportar-00668099-v,"put up with something or somebody unpleasant: aguantar, apechar, consentir, digerir, sobrellevar, soportar, sufrir, tolerar",,,
soportarlo,soportar él,uniword,VERB,None,None,,,,,,,,,,,,,
soporte,soporte,uniword,NOUN,None,None,,,,,,,,,,,,,
sorteo,sorteo,uniword,NOUN,None,None,,,,,la vida,sorteo-00162236-n,"act.n.02, abstraction.n.06, event.n.01, sampling.n.01, psychological_feature.n.01, choice.n.02, random_sampling.n.01, action.n.01, entity.n.01",,,,,,
,sospechar,,,,,,,,"sospechar, sospechoso, célula sospechosa",11,sospecha-05698791-n,"psychological_state.n.01, attribute.n.02, cognitive_state.n.01, condition.n.01, state.n.02, doubt.n.01, abstraction.n.06, entity.n.01",,,,mwe,,
sospechosas,sospechosa,uniword,NOUN,None,None,,,,,,,,,,,,,
sospechábamos,sospechár,uniword,VERB,None,None,,,,,,,,,,,,,
sostén,sostén,uniword,PROPN,None,None,,,,,77,sost%C3%A9n-02892767-n,"whole.n.02, entity.n.01, consumer_goods.n.01, woman's_clothing.n.01, covering.n.02, physical_entity.n.01, commodity.n.01, object.n.01, garment.n.01, undergarment.n.01, artifact.n.01, clothing.n.01",,"sost%C3%A9n-05693919-n', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/sost%C3%A9n+principal-10432957-n",,,,
souvenirs,souvenir,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/vida-00006269-n']),u.c.StringArray(elements=['Estar enfermo con cáncer » Cambios vitales derivados del cáncer']),,,,,,,,,,,,,
,souvenirs,,,,,,,,,23,souvenir-03610270-n,"physical_entity.n.01, entity.n.01, object.n.01","something of sentimental value: recuerdo, reliquia, souvenir",secuela-07294699-n,a secondary consequence: secuela,,,
suave,suave,uniword,ADJ,None,None,,,,"suave, suavizar",6,suave-02236842-a,,,suave-01508719-a,,,,
suavice,suavice,uniword,PROPN,None,None,,,,,,,,,,,,,
subida,subida,uniword,NOUN,None,None,,,,,,,,,,,,,
subido,subido,uniword,ADJ,None,None,,,,,,,,,,,,,
subió;subí;subieron;subir,subir,uniword,VERB,None,None,,,,"subir, subida, subir la dosis, subir las defensas",23,subir-01968569-v,travel.v.01,,subir-00156601-v,,,,
subió;subí;subieron;subir,subir,uniword,VERB,None,None,,,,subir el tumor al cerebro,12,subir-01968569-v,travel.v.01,,metástasis-13514314-n,,,,
suerte,suerte,uniword,NOUN,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,,,,,,,"duda post 30, 90",,
sueños,sueño,uniword,NOUN,None,None,,,,,31,"sue%C3%B1o-00858188-n', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/sue%C3%B1o-05768553-n",,,sue%C3%B1o-07484547-n,,,,
sufrido,sufrido,uniword,ADJ,None,None,,,,,,,,,,,,,
