text	related_MV	lemma	type	pos	TD	TD_add	BM	BM_def	BM_RAE	BM_additional	BM_hypernym	CM	CM_def	CM_RAE	MWE_Source
sacrificio	comer es un sacrificio	sacrificio	uniword	NOUN	25, 23	None	sacrificio-00227595-n			None	act.n.02, killing.n.02, abstraction.n.06, event.n.01, change_of_state.n.01, psychological_feature.n.01, action.n.01, termination.n.05, change.n.03, entity.n.01				
salida		salida	uniword	NOUN		None	salir-00528990-v	come out of: aparecer, dictar, emerger, salir, surgir		None		curar-00270561-v	heal or recover: arreglar, curar, curarse, mejorar, sanar, sanear		
salir;sale;saliera;salido;salga;salieron;salió;salía;saliese		salir	uniword	VERB	11, 6	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	salir-00528990-v	come out of: aparecer, dictar, emerger, salir, surgir		None		curar-00270561-v	heal or recover: arreglar, curar, curarse, mejorar, sanar, sanear		
salir;sale;saliera;salido;salga;salieron;salió;salía;saliese		salir	uniword	VERB	26	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	salir-00528990-v	come out of: aparecer, dictar, emerger, salir, surgir		None		salir-00358431-v	pass from physical life and lose all bodily attributes and functions necessary to sustain life: acudir, asfixiar, asfixiarse, caducar, caer muerto, colgar los guayos, croar, dejar de existir, diñar, entregar el alma, espichar, estirar la pata, estrangular, exhalar el último suspiro, expirar, fallecer, fenecer, finar, ir, irse al otro barrio, morir, palmar, pasar, pasar a mejor vida, perder la vida, perecer, salir, salir de este mundo, sucumbir, vencer		
salir;sale;saliera;salido;salga;salieron;salió;salía;saliese		salir	uniword	VERB	5	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	salir-00528990-v	come out of: aparecer, dictar, emerger, salir, surgir	u.c.StringArray(elements=['intr. pasar de dentro afuera. (rae)'])	None		salir-00423702-v	appear or become visible; make a showing: aparecer, salir, surgir		
salvé		salvar	uniword	VERB	22	None	salvar-00064095-v			None	better.v.02, change.v.01				
salvé		salvé	uniword	VERB		None				None					
saturo		saturar	uniword	ADJ		None				None					
seguidos;seguido		seguido	uniword	ADJ	22	None	seguir-01991931-v	travel along a certain course: seguir		None	travel.v.01	sobrevivir-02618149-v	continue to live through hardship or adversity: durar, perdurar, persistir, sobrevivir, vivir		
sigo,;sigue y sigue, pero hay que seguir, seguir...;sigo;seguirá;sigue;seguía;seguiré;sigan;siguieron;seguir;seguimos	seguir, seguido	seguir	uniword	VERB	22	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	seguir-01991931-v	travel along a certain course: seguir		None	travel.v.01	sobrevivir-02618149-v	continue to live through hardship or adversity: durar, perdurar, persistir, sobrevivir, vivir		
seguridad	seguridad, seguro	seguridad	uniword	NOUN	3	u.c.StringArray(elements=['Emociones » Otros'])	seguridad-04856308-n	the quality of being safe: seguridad		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n'])	attribute.n.02, quality.n.01, characteristic.n.02, abstraction.n.06, entity.n.01	seguridad-05697363-n	freedom from doubt; belief in yourself and your abilities: aplomo, autoconfianza, autoridad, certeza, certidumbre, confianza, confianza en sí mismo, convicción, seguridad, seguridad en sí mismo		
segura		seguro	uniword	ADJ	3	None	seguridad-04856308-n	the quality of being safe: seguridad		None	attribute.n.02, quality.n.01, characteristic.n.02, abstraction.n.06, entity.n.01	seguridad-05697363-n	freedom from doubt; belief in yourself and your abilities: aplomo, autoconfianza, autoridad, certeza, certidumbre, confianza, confianza en sí mismo, convicción, seguridad, seguridad en sí mismo		
sirviera;sirve de		servir	uniword	VERB	77	u.c.StringArray(elements=['Diagnóstico » Prognosis', 'Diagnóstico » Recibir informacion'])	servir-02540670-v	work for or be a servant to: asistir, atender, cuidar, ser útil, servir		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/encontrar-01313923-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/encontrar-02285629-v'])	help.v.01, support.v.01	servir-01184453-v	provide with something desired or needed: colmar, satisfacer, servir		
señal		señal	uniword	NOUN		None				None					
signos		signo	uniword	NOUN		None				None					
sitio		sitio	uniword	NOUN	82	None	sitio-05074774-n	the spatial property of a place where or way in which something is situated: colocación, emplazamiento, localización, lugar, posición, radicación, relación espacial, sitio, situación, ubicación		None	entity.n.01, abstraction.n.06, relation.n.01	ri%C3%B1%C3%B3n-05332802-n			
situación.;situaciones;situación;situación así;situaciones y		situación	uniword	NOUN	2, 21, 5,3, 53, 23, 31 	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	situaci%C3%B3n-05074774-n			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a'])	entity.n.01, abstraction.n.06, relation.n.01	estado-13927383-n	the general state of things; the combination of circumstances at a given time: estado, situación		
sobrellevar		sobrellevar	uniword	VERB	6	None	soportar-01217043-v	be the physical support of; carry the weight of: apoyar, soportar, sostener		None		soportar-00668099-v			
sobreviviente		sobreviviente	uniword	NOUN	71	u.c.StringArray(elements=['Estar enfermo con cáncer » Muerte'])	superviviente-01324142-n	an animal that survives in spite of adversity: superviviente		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/durar-02410175-v'])	whole.n.02, physical_entity.n.01, animal.n.01, living_thing.n.01, object.n.01, organism.n.01, entity.n.01	sobreviviente-00928874-a	still in existence: sobreviviente, viviente, vivo		
sobrevivirá	sobrevivir, sobreviviente	sobrevivir	uniword	VERB	71	None	superviviente-01324142-n	an animal that survives in spite of adversity: superviviente		None	whole.n.02, physical_entity.n.01, animal.n.01, living_thing.n.01, object.n.01, organism.n.01, entity.n.01	sobreviviente-00928874-a	still in existence: sobreviviente, viviente, vivo		
soltar;soltaron		soltar	uniword	VERB	5, 53	None	soltar-00269682-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/soltar-00419375-v			None		soltar-00941855-v	deliver verbally: soltar		
solución,		solución	uniword	NOUN	83	u.c.StringArray(elements=['Estar enfermo con cáncer » Dolor'])	soluci%C3%B3n-00153809-n			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/llevar-01432601-v'])	act.n.02, discovery.n.01, abstraction.n.06, event.n.01, psychological_feature.n.01, determination.n.01, entity.n.01				
sometieron		someter	uniword	VERB	6	None	someter-00302130-v	overcome the wildness of; make docile and tractable: amansar, contener, domar, domeñar, dominar, someter		None	change.v.01	someterse-01116447-v	cease opposition; stop fighting: someterse, sucumbir		
suene		sonar	uniword	VERB	3	None	sonar-02135048-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/sonar-02172888-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/sonar-02176268-v			None				u.c.StringArray(elements=['dicho de una expresión: producir determinada impresión en el ánimo de quien la oye.'])	
soportable	soportar, soportable, soporte	soportable	uniword	ADJ	21, 6	None	soportar-01217043-v	be the physical support of; carry the weight of: apoyar, soportar, sostener		None		soportar-00668099-v	put up with something or somebody unpleasant: aguantar, apechar, consentir, digerir, sobrellevar, soportar, sufrir, tolerar		
soporta;soportar;soportó;soporto	soportar, soportable, soporte	soportar	uniword	VERB	21, 6	None	soportar-01217043-v	be the physical support of; carry the weight of: apoyar, soportar, sostener		None		soportar-00668099-v	put up with something or somebody unpleasant: aguantar, apechar, consentir, digerir, sobrellevar, soportar, sufrir, tolerar		
soporte	soportar, soportable, soporte	soporte	uniword	NOUN	21, 6	None	soportar-01217043-v	be the physical support of; carry the weight of: apoyar, soportar, sostener		None		soportar-00668099-v	put up with something or somebody unpleasant: aguantar, apechar, consentir, digerir, sobrellevar, soportar, sufrir, tolerar		
sorteo		sorteo	uniword	NOUN	la vida	None	sorteo-00162236-n			None	act.n.02, abstraction.n.06, event.n.01, sampling.n.01, psychological_feature.n.01, choice.n.02, random_sampling.n.01, action.n.01, entity.n.01				
sospecho	sospechar, sospechoso, célula sospechosa	sospechar	uniword	VERB	11		sospecha-05698791-n				psychological_state.n.01, attribute.n.02, cognitive_state.n.01, condition.n.01, state.n.02, doubt.n.01, abstraction.n.06, entity.n.01				
sospechosas	sospechar, sospechoso, célula sospechosa	sospechosa	uniword	NOUN	11	None	sospecha-05698791-n			None	psychological_state.n.01, attribute.n.02, cognitive_state.n.01, condition.n.01, state.n.02, doubt.n.01, abstraction.n.06, entity.n.01				
sostén		sostén	uniword	PROPN	77	None	sost%C3%A9n-02892767-n			None	whole.n.02, entity.n.01, consumer_goods.n.01, woman's_clothing.n.01, covering.n.02, physical_entity.n.01, commodity.n.01, object.n.01, garment.n.01, undergarment.n.01, artifact.n.01, clothing.n.01	sost%C3%A9n-05693919-n', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/sost%C3%A9n+principal-10432957-n			
souvenirs		souvenir	uniword	NOUN	23	u.c.StringArray(elements=['Estar enfermo con cáncer » Cambios vitales derivados del cáncer'])	souvenir-03610270-n	something of sentimental value: recuerdo, reliquia, souvenir		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/vida-00006269-n'])	physical_entity.n.01, entity.n.01, object.n.01	secuela-07294699-n	a secondary consequence: secuela		
suave	suave, suavizar	suave	uniword	ADJ	6	None	suave-02236842-a			None		suave-01508719-a			
suavice		suavice	uniword	PROPN	6	None	suave-02236842-a			None		suave-01508719-a			
subida	subir, subida, subir la dosis, subir las defensas	subida	uniword	NOUN	23	None	subir-01968569-v			None	travel.v.01	subir-00156601-v			
subido	subir, subida, subir la dosis, subir las defensas	subido	uniword	ADJ	23	None	subir-01968569-v			None	travel.v.01	subir-00156601-v			
subió;subí;subieron;subir	subir, subida, subir la dosis, subir las defensas	subir	uniword	VERB	23	None	subir-01968569-v			None	travel.v.01	subir-00156601-v			
subió;subí;subieron;subir	subir el tumor al cerebro	subir	uniword	VERB	12	None	subir-01968569-v			None	travel.v.01	metástasis-13514314-n			
suerte		suerte	uniword	NOUN		u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])				None					
sueños		sueño	uniword	NOUN	31	None	sue%C3%B1o-00858188-n', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/sue%C3%B1o-05768553-n			None		sue%C3%B1o-07484547-n			
sufrido		sufrido	uniword	ADJ	33	None	sufrir-00065639-v	undergo (as of injuries and illnesses): padecer, sufrir		None	experience.v.03, undergo.v.01, change.v.02	sufrir-01794668-v	experience (emotional) pain: sufrir		
sufrir;sufren;sufrió		sufrir	uniword	VERB	33	None	sufrir-00065639-v	undergo (as of injuries and illnesses): padecer, sufrir		None	experience.v.03, undergo.v.01, change.v.02	sufrir-01794668-v	experience (emotional) pain: sufrir		
sumaba;suma	sumar, suma	sumar	uniword	VERB	77	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	sumar-00640828-v	make an addition by combining numbers: adicionar, agregar, sumar		None	calculate.v.01, reason.v.03, think.v.03	apoyar-02556126-v	give moral or psychological support, aid, or courage to: apoyar, respaldar		
superación	superación, superar, superado	superación	uniword	NOUN	22	u.c.StringArray(elements=['personas>>apoyo'])	superar-01108148-v	win a victory over: derrotar, recuperarse, superar, vencer		None		curarse-00270561-v	heal or recover: arreglar, curar, curarse, mejorar, sanar, sanear		
superado	superación, superar, superado	superado	uniword	ADJ	22	None	superar-01108148-v	win a victory over: derrotar, recuperarse, superar, vencer		None		curarse-00270561-v	heal or recover: arreglar, curar, curarse, mejorar, sanar, sanear		
superar.;superando;superar	superación, superar, superado	superar	uniword	VERB	22	None	superar-01108148-v	win a victory over: derrotar, recuperarse, superar, vencer		None		curarse-00270561-v	heal or recover: arreglar, curar, curarse, mejorar, sanar, sanear		
suspendieron		suspender	uniword	VERB	6	None				None					
sustituida		sustituido	uniword	ADJ	61, 82	None	sustituir-02257767-v			None	change.v.01				
sustituir		sustituir	uniword	VERB	61, 82		sustituir-02257767-v				change.v.01				
susto		susto	uniword	NOUN	21	u.c.StringArray(elements=['Tratamiento'])	susto-07519253-n	an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight): espanto, miedo, pavor, susto, temor, terror		None	feeling.n.01, attribute.n.02, state.n.02, emotion.n.01, abstraction.n.06, entity.n.01			u.c.StringArray(elements=['m. preocupación por alguna adversidad o daño que se teme. (rae)'])	
tema		tema	uniword	NOUN	11	None	tema-05814291-n	some situation or event that is thought about: asunto, cuestión, materia, tema		None	psychological_feature.n.01, abstraction.n.06, content.n.05, entity.n.01, cognition.n.01	enfermedad-14055408-n	(no definition): achaque, afección, alifafe, dolencia, enfermedad, problema		
temblar		temblar	uniword	VERB	32										
temores		temor	uniword	NOUN		None				None					
tenga;tenido;tener;tuvieron;tienes;tenemos;tenía;tuvo;tendrá;tuviese;teniendo;tuve;tengo;tienen;tengan;tiene		tener	uniword	VERB	11	None	tener-01216670-v	["have or hold in one's hands or grip: agarrar, aguantar, ostentar, sostener, sujetar, sustentar, tener, tomar"]		None		tener-00065370-v	suffer from; be ill with: estar enfermo, padecer, tener		
tenga;tenido;tener;tuvieron;tienes;tenemos;tenía;tuvo;tendrá;tuviese;teniendo;tuve;tengo;tienen;tengan;tiene		tener	uniword	VERB	3, 2	None	tener-01216670-v	["have or hold in one's hands or grip: agarrar, aguantar, ostentar, sostener, sujetar, sustentar, tener, tomar"]		None		tener-02203362-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/tener-02204692-v			
tensión	tensión, tenso	tensión	uniword	NOUN	3, 33, 35	None	tensión-14544335-n			None	attribute.n.02, condition.n.01, state.n.02, abstraction.n.06, entity.n.01	tensión-14375890-n			
tensa	tensión, tenso	tenso	uniword	ADJ	3, 33, 35	None	tensión-14544335-n			None	attribute.n.02, condition.n.01, state.n.02, abstraction.n.06, entity.n.01	tensión-14375890-n			
terror		terror	uniword	NOUN	29	u.c.StringArray(elements=['Emociones » Otros'])	terror-07519253-n			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n'])	feeling.n.01, attribute.n.02, state.n.02, emotion.n.01, abstraction.n.06, entity.n.01				
tocado;tocada	tocar, tocado	tocado	uniword	ADJ	33, 3, 21, 23	None	tocar-01205696-v	be in direct physical contact with; make contact: colindar, contactar, lindar, palpar, tocar		None		tocar-00137313-v	have an effect upon: afectar, conmover, impactar, repercutir, tocar		
toca;tocar	tocar, tocado	tocar	uniword	VERB	33, 3, 21, 23	u.c.StringArray(elements=['Emociones » Otros'])	tocar-01205696-v	be in direct physical contact with; make contact: colindar, contactar, lindar, palpar, tocar		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n'])		tocar-00137313-v	have an effect upon: afectar, conmover, impactar, repercutir, tocar		
toca;tocar	tocar	tocar	uniword	VERB	2	u.c.StringArray(elements=['Emociones » Otros'])	tocar-01072949-v			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n'])	compete.v.01				
tolerados		tolerado	uniword	ADJ		None				None					
toleró;toleraba		tolerar	uniword	VERB		None				None					
tomar	tomar esperanza	tomar	uniword	VERB		None				None					
tontería		tontería	uniword	NOUN	23	u.c.StringArray(elements=['Estar enfermo con cáncer » Dolor'])	tonter%C3%ADa-00075790-n			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/llevar-01432601-v'])	act.n.02, event.n.01, nonaccomplishment.n.01, blunder.n.01, mistake.n.01, psychological_feature.n.01, abstraction.n.06, entity.n.01	trivial-01280908-a	(informal) small and of little importance: baladí, fútil, insignificante, insustancial, intrascendente, nimio, pequeño, trivial		
toque		toque	uniword	NOUN		None				None					
tormenta	tormenta, atormentar	tormenta	uniword	NOUN	26, 3	None	tormenta-11501737-n			None	rain.n.01, atmospheric_phenomenon.n.01, storm.n.01, natural_phenomenon.n.01, phenomenon.n.01, physical_phenomenon.n.01, weather.n.01, physical_entity.n.01, process.n.06, precipitation.n.03, entity.n.01	tormenta-07182614-n	an outburst of controversy: tormenta		
tornándose	tornar de color la piel	tornar él	uniword	VERB	23	None	girar-00100410-v			None	exercise.v.04, tumble.v.11				
tortura		tortura	uniword	NOUN	33	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	tortura-14333433-n	(no definition): martirio, suplicio, tormento, tortura		None	information.n.02, psychological_feature.n.01, symptom.n.01, evidence.n.01, abstraction.n.06, entity.n.01, cognition.n.01, pain.n.01	tortura-07496755-n	extreme mental distress: agonía, angustia, martirio, suplicio, torcedor, tormento, tortura		
total		total	uniword	ADJ		None				None					
trabajo;trabajamos;trabajar;trabajando	trabajar, trabajo	trabajar	uniword	VERB	85, 81	None	trabajar-02410855-v			None		informar-00742320-v			
trabajándo		trabajándo	uniword	VERB		None				None					
traducido	no beber tiene un precio en la vida social'	traducido	uniword	ADJ	21	None	traducir-00959827-v			None	communicate.v.02, inform.v.01, interact.v.01, act.v.01, tell.v.02, repeat.v.01	implicar-00930599-v			
traduzco	no beber tiene un precio en la vida social'	traducir	uniword	VERB	21	None	traducir-00959827-v			None	communicate.v.02, inform.v.01, interact.v.01, act.v.01, tell.v.02, repeat.v.01	implicar-00930599-v			
traer		traer	uniword	VERB		None	traer-01432601-v	move while holding up or supporting: llevar, traer		None	transport.v.02, move.v.02	traer+al+mundo-00056930-v			
trago		trago	uniword	NOUN	3	None	trago-07881800-n	any liquid suitable for drinking: beber, bebida, bebidas, potable, trago		None	substance.n.01, part.n.01, entity.n.01, abstraction.n.06, food.n.01, matter.n.03, physical_entity.n.01, fluid.n.01, liquid.n.01, relation.n.01, substance.n.07	trago-14409880-n	a difficulty that can be overcome with effort: adversidad, infortunio, trago		
tranquilizan	los artículos científicos me tranquilizan	tranquilizar	uniword	VERB		None				None					
transmitirles		transmitir	uniword	VERB	34, 3	None	transmitir-00743082-v	pass along: difundir, divulgar, transmitir, trasmitir		None	transfer.v.02, convey.v.03, move.v.02, communicate.v.01	transmitir-00740577-v	transmit thoughts or feelings: comunicar, transmitir		
tremendamente		tremendamente	uniword	ADV		None				None					
tropecemos		tropezar	uniword	VERB	5	None	tropezar-01901133-v, tropezar-02248465-v			None					
trégua	dar tregua	trégua	uniword	NOUN	29, 72		tregua-13970912-n				peace.n.01, attribute.n.02, state.n.02, order.n.03, abstraction.n.06, entity.n.01				
turbios		turbio	uniword	ADJ	38	None	turbio-00422620-a	(no definition): barroso, fangoso, lodoso, turbio		None		dudoso-00337404-a	lacking or indicating lack of confidence or assurance: dudoso, indeciso, inseguro		
unida		unido	uniword	ADJ		None				None					
union		union	uniword	PROPN		None				None					
unen;unirá;une	unir, unir(se), unido, unión	unir	uniword	VERB	3, 77	None	unirse-00367685-v	become one: adherirse, asociarse, cohesionar, fusionarse, juntarse, unificar, unificarse, unir, unirse		None	change_state.v.01, integrate.v.03, change.v.02	unirse-02434976-v	become part of; become a member of a group or organization: incorporarse, ingresar, unirse		
unión		unión	uniword	PROPN		None				None					
vacaciones		vacaciones	uniword	NOUN	6	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	vacaciones-15137890-n	leisure time away from work devoted to rest or pleasure: vacaciones, vacación		None	fundamental_quantity.n.01, entity.n.01, leisure.n.01, measure.n.02, abstraction.n.06, time_period.n.01, time_off.n.01			u.c.StringArray(elements=['interrupción o reposo farmacológico'])	
vaciaron	vaciar, vacío	vaciar	uniword	VERB	61	None	vaciar-00448680-v			None	change_state.v.01, change.v.02				
vacío	vaciar, vacío	vacío	uniword	ADJ	61	None	vaciar-00448680-v			None	change_state.v.01, change.v.02				
valiente		valiente	uniword	PROPN		None				None					
valioso		valioso	uniword	ADJ	76, 77	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	valioso-02500884-a	having great material or monetary value especially for use or exchange: precioso, valioso		None		valioso-02587738-a	having worth or merit or value: precioso, valioso		
valorando;valorar		valorar	uniword	VERB		None				None					
vencer.;vence;venceremos;venció		vencer	uniword	VERB	22	None	vencer-01100145-v			None		curar-00081725-v			
venir;vino		venir	uniword	VERB		u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	venir-01849221-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/venir-02005948-v			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a'])		venir-00341917-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/venir-02625339-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/venir-02743565-v			
ventanas		ventana	uniword	NOUN		None				None					
vi;ves;ver;ven;viendo;vemos		ver	uniword	VERB	2, 83	u.c.StringArray(elements=['Diagnóstico » Prognosis', 'Diagnóstico » Recibir informacion'])	ver-02129289-v	perceive by sight or have the power to perceive by sight: contemplar, mirar, observar, percibir, ver		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/encontrar-01313923-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/encontrar-02285629-v'])	perceive.v.01	ver-00591115-v	perceive (an idea or situation) mentally: comprender, entender, ver		
vi;ves;ver;ven;viendo;vemos		ver	uniword	VERB		None	ver-02129289-v	perceive by sight or have the power to perceive by sight: contemplar, mirar, observar, percibir, ver		None	perceive.v.01	ver-01156568-v	match or meet: ver		
vertiginoso		vertiginoso	uniword	ADJ	5	None	vertiginoso-02544048-a	(no definition): mareado, mareador, vertiginoso		None		r%C3%A1pido-00979697-a			
verás		verás	uniword	VERB		u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])				None					
vida		vida	uniword	NOUN	21	None	vida-00006269-n	living things collectively: vida	u.c.StringArray(elements=['fuerza o actividad esencial mediante la que obra el ser que la posee.'])	None	whole.n.02, object.n.01, living_thing.n.01, physical_entity.n.01, entity.n.01	vida-00415676-n	a course of conduct: camino, estilo de vida, senda, trayectoria, vida, vía	u.c.StringArray(elements=['manera de vivir.'])	
visibilidad		visibilidad	uniword	NOUN		None	ver-02129289-v	perceive by sight or have the power to perceive by sight: contemplar, mirar, observar, percibir, ver		None	perceive.v.01	ver-00591115-v	perceive (an idea or situation) mentally: comprender, entender, ver		
visitar		visitar	uniword	VERB		None				None					
vivo;vivir;vivir.;vivido		vivir	uniword	VERB	2	None	vivir-02614181-v	have life, be alive: durar, existir, morar, vivir		None		vivir-02614970-v	pursue a positive and satisfying existence: vivir		
volvio;vuelve;volvió;volví;vuelto;volvemos		volver	uniword	VERB	2, 11, 	None	volver-02004874-v	go or come back to place, condition, or activity where one has been before: devolver, regresar, reincorporar, retornar, volver		None	travel.v.01	recaer-00268165-v	deteriorate in health: agravarse, empeorar, empeorarse, recaer		
ángel	mi mamá ahora ya es un angelito'	ángel	uniword	NOUN	26		ángel-09538915-n	spiritual being attendant upon God: mensajero de Dios, ángel			belief.n.01, psychological_feature.n.01, spiritual_being.n.01, abstraction.n.06, content.n.05, entity.n.01, cognition.n.01	morir-00358431-v	pass from physical life and lose all bodily attributes and functions necessary to sustain life: acudir, asfixiar, asfixiarse, caducar, caer muerto, colgar los guayos, croar, dejar de existir, diñar, entregar el alma, espichar, estirar la pata, estrangular, exhalar el último suspiro, expirar, fallecer, fenecer, finar, ir, irse al otro barrio, morir, palmar, pasar, pasar a mejor vida, perder la vida, perecer, salir, salir de este mundo, sucumbir, vencer		
ánimo		ánimo	uniword	NOUN		u.c.StringArray(elements=['Personas » Familia, pareja, hijos'])				u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/protagonista-10172793-n'])					
últimos		último	uniword	ADJ		u.c.StringArray(elements=['Emociones » Otros'])				u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n'])					
sacar	sacar el tumor	sacar	uniword	VERB	6, 22 		sacar-01214597-v				unpack.v.01, remove.v.01	curar-00081725-v			
esperanza	tener esperanza	esperanza			31		esperanza-05950733-n', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/esperanza-07541053-n					esperanza-14483620-n', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/esperanza+de+vida-15142025-n			
